menu_index,Basic_ID,Basic_Name,Basic_Weight_g,Basic_Price_TWD,Label_Cal_kcal,Label_CalNoSa_kcal,Label_Carbohydrate_g,Label_Protein_g,Label_Fat_g,Label_Sugar_g,Label_DietFiber_g,Label_Water_g,Label_Coffeine,Compound_MonoSa_g,Compound_DiSa_g,Compound_PolySa_g,Compound_SaFat_g,Compound_MonounUnsaFat_g,Compound_PolyUnsaFat_g,Compound_TransFat_g,Compound_Cholesterol_mg,Vitamin_A_μg,Vitamin_D_μg,Vitamin_E_μg,Vitamin_K_μg,Vitamin_B1_mg,Vitamin_B2_mg,Vitamin_B6_μg,Vitamin_B12_μg,Vitamin_C_mg,Vitamin_B3_μg,Vitamin_B9_μg,Vitamin_Choline_μg,Vitamin_B7_μg,Vitamin_B5_μg,Element_Na_mg,Element_Ca_mg,Element_P_mg,Element_Mg_mg,Element_Fe_mg,Element_Zi_mg,Element_I_mg,Element_Se_mg,Element_F_mg
468,0006EAALWE2H0104,(12吋)照燒海鮮,48,,107.8,,4.1,5.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,313.4,,,,,,,,
469,0006EAALWE2H0105,(16吋)照燒海鮮,81,,183.1,,5.9,10.2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,511.7,,,,,,,,
470,0006EAALWE2H0106,(16吋)經典美式三重肉,53,,143.3,,1,9.4,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,370.3,,,,,,,,
471,0006EAALWE2H0107,(副食)義大利麵-切達香腸丁,360,,575.8,,86.6,22.6,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1279.4,,,,,,,,
472,0006EAALWE2H0108,(副食)義大利麵-地中海燻雞野菇,400,,397.7,,50.6,13.3,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,876.5,,,,,,,,
473,0006EAALWE2H0109,(副食)義大利麵-西西里海鮮總匯,394,,384.2,,50.9,11.2,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,854.5,,,,,,,,
474,0006EAALWE2H0110,(副食)義大利麵-香茅酸甜海鮮,394,,405.1,,102,17.6,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,793.6,,,,,,,,
475,0006EAALWE2H0111,(副食)義大利麵-媽媽咪呀鮮蔬,345,,381.7,,47.2,11.8,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,518.2,,,,,,,,
476,0006EAALWE2H0112,(副食)義大利麵-義式霸丸(4顆),400,,611.7,,89,25,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.4,,,,,,,,
477,0006EAALWE2H0113,(副食)義式焗烤霸丸,310,,595.6,,18.5,29.2,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,,,,,,,,
478,0006EAALWE2H0114,(6吋)義式霸丸,31,,83.3,,1.6,4.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,199.2,,,,,,,,
479,0006EAALWE2H0115,(9吋)義式霸丸,49,,131.4,,2.7,6.4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,287.8,,,,,,,,
480,0006EAALWE2H0116,(12吋)義式霸丸,67,,159,,3.8,8,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2,,,,,,,,
481,0006EAALWE2H0117,(6吋)道地美國,17,,39.8,,0.8,2.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,120.6,,,,,,,,
482,0006EAALWE2H0118,(9吋)道地美國,27,,63.9,,1.2,4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,194.1,,,,,,,,
483,0006EAALWE2H0119,(12吋)道地美國,36,,86,,1.7,5.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,261.3,,,,,,,,
484,0006EAALWE2H0120,(16吋)道地美國,57,,150.8,,1.9,9.8,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,422.2,,,,,,,,
485,0006EAALWE2H0121,(6吋)壽喜燒牛柳,28,,47.7,,3.8,2.8,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,239.1,,,,,,,,
486,0006EAALWE2H0122,(9吋)壽喜燒牛柳,46,,72.8,,5.1,4.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,354,,,,,,,,
487,0006EAALWE2H0123,(12吋)壽喜燒牛柳,61,,96.9,,6.3,6.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,434.2,,,,,,,,
488,0006EAALWE2H0124,(16吋)壽喜燒牛柳,102,,162.5,,5.7,11.2,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,540.3,,,,,,,,
489,0006EAALWE2H0125,(副食)蜜汁烤雞翅,260,,567,,7.5,47,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,,,,,,,,
490,0006EAALWE2H0126,(6吋)蜜汁章魚燒,29,,46.5,,1.5,2.7,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,184.5,,,,,,,,
491,0006EAALWE2H0127,(9吋)蜜汁章魚燒,42,,73.7,,2.1,4.4,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,275.3,,,,,,,,
492,0006EAALWE2H0128,(12吋)蜜汁章魚燒,56,,103.4,,2.3,5.9,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5,,,,,,,,
493,0006EAALWE2H0129,(16吋)蜜汁章魚燒,90,,175.7,,4,10.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2,,,,,,,,
494,0006EAALWE2H0130,(9吋)豪華四喜,35,,74.2,,2.9,6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,166.8,,,,,,,,
495,0006EAALWE2H0131,(12吋)豪華四喜,46,,99,,3.9,8,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,219.8,,,,,,,,
496,0006EAALWE2H0132,(副食)辣味轟炸雞腿,95,,197,,3.2,16.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,380,,,,,,,,
497,0006EAALWE2H0133,(副食)酸辣烤雞翅,280,,548,,3.8,46,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2246,,,,,,,,
498,0006EAALWE2H0134,(9吋)骰子雞塊,50,,96.8,,4.5,5.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,232.4,,,,,,,,
499,0006EAALWE2H0135,(12吋)骰子雞塊,71,,185.8,,8.6,11.2,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,440.2,,,,,,,,
500,0006EAALWE2H0136,(6吋)龍蝦舞沙拉,21,,49.6,,1.1,2.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9,,,,,,,,
501,0006EAALWE2H0137,(9吋)龍蝦舞沙拉,37,,90.6,,2.2,5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,161.9,,,,,,,,
502,0006EAALWE2H0138,(12吋)龍蝦舞沙拉,51,,119.2,,2.8,6.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8,,,,,,,,
503,0006EAALWE2H0139,(16吋)龍蝦舞沙拉,84,,211.3,,4.6,12,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,386.9,,,,,,,,
504,0006EAALWE2H0140,(9吋)龍蝦霸丸,56,,108.2,,4.3,5.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,240.4,,,,,,,,
505,0006EAALWE2H0141,(12吋)龍蝦霸丸,70,,175.8,,7,9.8,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,401.4,,,,,,,,
506,0006EAALWE2H0142,(6吋)總匯,24,,41.3,,1.2,2.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,163.4,,,,,,,,
507,0006EAALWE2H0143,(9吋)鮮蝦夏威夷,38,,53.8,,3.7,3.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,161.6,,,,,,,,
508,0006EAALWE2H0144,(12吋)鮮蝦夏威夷,52,,73.8,,4.9,4.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,195.4,,,,,,,,
509,0006EAALWE2H0145,(16吋)燻雞總匯,69,,134.7,,3.4,9.8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,324.8,,,,,,,,
510,0006EAALWE2H0146,(副食)轟炸雞條,240,,488,,19.6,42.3,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,
511,0006EAALWE2H0147,(副食)鱈魚星星,180,,367.5,,28.4,18.5,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,837,,,,,,,,
512,0010ACAAXE0A0001,漢堡,,,336.2,,33.2,15.2,15.9,,,,,,,,6.7,,,0.6,,,,,,,,,,,,,,,,626.4,,,,,,,,
513,0010ACAAXE2H0002,吉士漢堡,,,378.7,,33.7,17.7,19.3,,,,,,,,7.4,,,0.6,,,,,,,,,,,,,,,,833.8,,,,,,,,
514,0010ACAAXEAH0003,摩斯漢堡,212,65,433.9,,38,17.8,23.5,,,,,,,,8,,,0.7,,,,,,,,,,,,,,,,834.1,,,,,,,,
515,0010ACAAXEAH0004,摩斯吉士漢堡,,70,476.9,,38.4,20.4,27.1,,,,,,,,8.6,,,0.7,,,,,,,,,,,,,,,,1048.5,,,,,,,,
516,0010ACAAXEAK0005,辣味摩斯漢堡,,,421.9,,37.1,17.3,22.8,,,,,,,,7.7,,,0.6,,,,,,,,,,,,,,,,886.2,,,,,,,,
517,0010ACAAXEAK0006,辣味摩斯吉士漢堡,,,478.2,,38.7,20.4,27.1,,,,,,,,8.6,,,0.7,,,,,,,,,,,,,,,,1128.5,,,,,,,,
518,0010ACAAXE2H0007,摩斯鱈魚漢堡,158,70,508,,39.6,20.5,28.7,,,,,,,,2.3,,,0,,,,,,,,,,,,,,,,608,,,,,,,,
519,0010ACAAXE2H0008,蜜汁烤雞堡,163,65,366,,41,24.6,10.9,,,,,,,,0.1,,,0,,,,,,,,,,,,,,,,635.6,,,,,,,,
520,0010ACAAXE2H0009,黃金炸蝦堡,163.9,75,390,,41.2,16.4,17.7,,,,,,,,1.8,,,0,,,,,,,,,,,,,,,,650,,,,,,,,
521,0010ACAAXEAH0010,摘鮮綠黃金炸蝦堡,153,70,250,,17.5,11.1,15.3,,,,,,,,1.8,,,0,,,,,,,,,,,,,,,,474,,,,,,,,
522,0010ACAAXEAH0011,厚切培根和牛堡,249,100,744.4,,36.6,27.8,53.9,,,,,,,,9.6,,,1.5,,,,,,,,,,,,,,,,855.1,,,,,,,,
523,0010ACAAXE1F0012,燒肉珍珠堡,214,70,471.1,,52.4,13.1,22.9,,,,,,,,5.1,,,0,,,,,,,,,,,,,,,,388.9,,,,,,,,
524,0010ACAAXE1F0013,燒肉珍珠堡（米升級）,214,75,481.2,,55.4,12.4,23.2,,,,,,,,4.8,,,0,,,,,,,,,,,,,,,,412.4,,,,,,,,
525,0010ACAAXE1F0014,薑燒珍珠堡,205,65,346,,65.1,14.4,2.3,,,,,,,,0.1,,,0,,,,,,,,,,,,,,,,580.7,,,,,,,,
526,0010ACAAXE1F0015,薑燒珍珠堡（米升級）,205,70,346,,65.1,14.4,2.3,,,,,,,,0.1,,,0,,,,,,,,,,,,,,,,580.7,,,,,,,,
527,0010ACAAXE1F0016,海洋珍珠堡,222,75,516,,76.9,12.9,17,,,,,,,,1.8,,,0,,,,,,,,,,,,,,,,847.3,,,,,,,,
528,0010ACAAXE1F0017,海洋珍珠堡（米升級）,222,80,519,,77.3,13.2,17,,,,,,,,1.8,,,0,,,,,,,,,,,,,,,,861.1,,,,,,,,
529,0010ACAAXE2H0018,杏鮑菇珍珠堡,195,70,284.2,,56.9,7.3,2.9,,,,,,,,0.7,,,0,,,,,,,,,,,,,,,,408.3,,,,,,,,
530,0010ACAAXE2H0019,杏鮑菇珍珠堡（米升級）,195,75,334.4,,67.9,7.6,3.6,,,,,,,,0.5,,,0,,,,,,,,,,,,,,,,570.5,,,,,,,,
531,0010ACAAXE1F0020,元氣和牛珍珠堡,317,105,722.7,,60,24.3,42.6,,,,,,,,7.3,,,1.5,,,,,,,,,,,,,,,,510.9,,,,,,,,
532,0010ACAAXE1F0021,元氣和牛珍珠堡（米升級）,317,110,722.7,,60,24.3,42.6,,,,,,,,7.3,,,1.5,,,,,,,,,,,,,,,,510.9,,,,,,,,
533,0010ACAAXEAH0022,摩斯熱狗堡,139,55,278.4,,31.1,12.7,11.6,,,,,,,,3.1,,,0,,,,,,,,,,,,,,,,712.6,,,,,,,,
534,0010ACAAXEAK0023,辣味吉利熱狗堡,158,70,287.4,,31,13.3,12.3,,,,,,,,3.3,,,0,,,,,,,,,,,,,,,,835.1,,,,,,,,
535,0010ACAFkE2H0024,黃金塔塔鱈魚堡,164,70,361.8,,41.2,18.5,13.7,,,,,,,,1.4,,,0,,,,,,,,,,,,,,,,460.9,,,,,,,,
536,0010ACAFkE2H0025,元氣牛肉蛋堡,148,65,471.5,,32.2,22.8,27.8,,,,,,,,9.9,,,0.7,,,,,,,,,,,,,,,,722.9,,,,,,,,
537,0010ACAFkE2H0026,培根雞蛋堡,157,45,413,,56.2,17.7,23.8,,,,,,,,2.9,,,0,,,,,,,,,,,,,,,,344.5,,,,,,,,
538,0010ACAFkE2H0027,火腿歐姆蛋堡,152,45,282,,28.9,15.1,11.6,,,,,,,,2.7,,,0,,,,,,,,,,,,,,,,462.7,,,,,,,,
539,0010ACAFkEAH0028,蕃茄吉士蛋堡,152,45,286,,29.9,15.2,11.7,,,,,,,,2.7,,,0,,,,,,,,,,,,,,,,464.5,,,,,,,,
540,0010ACAFkE2H0029,火腿蛋三明治,200,40,423,,39.3,17.4,22.1,,,,,,,,3,,,0,,,,,,,,,,,,,,,,520.7,,,,,,,,
541,0010ACAFkE2H0030,日式豬排三明治,143,40,303,,43.5,13,9.7,,,,,,,,1.5,,,0,,,,,,,,,,,,,,,,569.2,,,,,,,,
542,0010ACAFkE2H0031,雞肉三明治,166,40,355,,41.4,17.2,14.5,,,,,,,,1.1,,,0,,,,,,,,,,,,,,,,609.1,,,,,,,,
543,0010ACAFkE2H0032,香米蝦三明治,154,40,373,,45.3,11.3,16.2,,,,,,,,3,,,0,,,,,,,,,,,,,,,,594.5,,,,,,,,
544,0010ACAAXE2H0033,薯條（S）,90,35,267,,26.4,2.4,12.8,,,,,,,,3,,,0,,,,,,,,,,,,,,,,36,,,,,,,,
545,0010ACAAXE2H0034,薯條（L）,150,45,446,,44,4,21.4,,,,,,,,5,,,0,,,,,,,,,,,,,,,,60,,,,,,,,
546,0010ACAAXE2H0035,法蘭克熱狗,60,35,158,,6.5,9.5,10.4,,,,,,,,0.6,,,0,,,,,,,,,,,,,,,,531.7,,,,,,,,
547,0010ACAAXE2H0036,摩斯雞塊,100,55,431,,10,19.2,34.8,,,,,,,,5.2,,,0,,,,,,,,,,,,,,,,499.8,,,,,,,,
548,0010ACAAXE2H0037,和風炸雞,160,65,472,,15,19.5,36,,,,,,,,3.2,,,0,,,,,,,,,,,,,,,,168.8,,,,,,,,
549,0010ACAAXE2H0038,北海道可樂餅,70,35,176,,18,2.4,9.5,,,,,,,,0,,,0,,,,,,,,,,,,,,,,235.9,,,,,,,,
550,0010ACAAXE2H0039,北海道芝麻地瓜可樂餅,88,45,224.6,,31.7,3,9.7,,,,,,,,2.7,,,1.4,,,,,,,,,,,,,,,,169,,,,,,,,
551,0010ACAAXE2H0040,和風雞腿塊,132,65,275.8,,12,18,17.3,,,,,,,,6.3,,,0,,,,,,,,,,,,,,,,640.8,,,,,,,,
552,0010ACAAXEAH0041,雞肉總匯沙拉,150,55,134,,6,10.7,7.4,,,,,,,,0,,,0,,,,,,,,,,,,,,,,293.8,,,,,,,,
553,0010ACAAXEAH0042,新夏威夷鮮蔬沙拉,105,40,97,,11.2,2.8,4.6,,,,,,,,0,,,0,,,,,,,,,,,,,,,,277.8,,,,,,,,
554,0010ACAAXE2H0043,雞腿塊薯條組,,55,362.9,,31.1,9,22.5,,,,,,,,6.6,,,0,,,,,,,,,,,,,,,,249.6,,,,,,,,
555,0010ACAAXE2H0044,方塊薯餅（3個）,89,35,110.4,,5,0.6,9.6,,,,,,,,2.3,,,0,,,,,,,,,,,,,,,,100.7,,,,,,,,
556,0010ACAAXE1F0045,帶骨香腸,75,50,209,,2.2,13.3,16.4,,,,,,,,6.8,,,0,,,,,,,,,,,,,,,,524,,,,,,,,
557,0010ACAAXE1C0046,抹茶紅豆千層派,60,40,195.9,,25.5,2.3,9.5,,,,,,,,3.6,,,0,,,,,,,,,,,,,,,,77.9,,,,,,,,
558,0010ACAAXE2H0047,玉米濃湯,180,40,78,,11.2,1.4,3,,,,,,,,0.3,,,0,,,,,,,,,,,,,,,,471,,,,,,,,
559,0010ACAAXE2H0048,鮮菇濃湯,249,40,79,,10.8,1.7,3.3,,,,,,,,0.1,,,0,,,,,,,,,,,,,,,,807.5,,,,,,,,
560,0010ACAAXJ1C0049,可樂（L）,590,35,248,,64.9,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,12,,,,,,,,
561,0010ACAAXJ1C0050,雪碧（L）,590,35,271,,64.9,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,53.1,,,,,,,,
562,0010ACAAXJ0A0051,冰紅茶（M）,425,35,89,,22.2,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
563,0010ACAAXJ0A0052,冰紅茶（L）,590,40,109,,27.3,0,0,,,,B,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
564,0010ACAAXJ2A0053,新鮮柳丁汁,320,60,157,,32,1.6,0.3,,,,,,,,0,,,0,,,,,,,,,,,,,,,,36.8,,,,,,,,
565,0010ACAAXJ0A0054,摩斯純淨天然水300ml,300,16,0,,0,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,1.8,,,,,,,,
566,0010ACAAXJ0A0055,摩斯純淨天然水550ml,550,20,0,,0,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,3.2,,,,,,,,
567,0010ACAAXJ1C0056,摩斯鮮乳,250,35,166,,12.3,8.3,9.3,,,,,,,,6.3,,,0,,,,,,,,,,,,,,,,113,,,,,,,,
568,0010ACAAXJ2A0057,摩斯柑橘綜合果汁,200,35,93.8,,22,1,0.2,,,,,,,,0,,,0,,,,,,,,,,,,,,,,6,,,,,,,,
569,0010ACAAXJ2H0058,摩斯蘋果汁,,35,102,,2.4,0.6,0.4,,,,,,,,0,,,0,,,,,,,,,,,,,,,,6,,,,,,,,
570,0010ACAAXE2H0059,熱紅茶,220,35,0,,0,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0.1,,,,,,,,
571,0010ACAAXE2H0060,熱可可,220,35,136.1,,31,1.2,0.8,,,,A,,,,0.3,,,0,,,,,,,,,,,,,,,,76,,,,,,,,
572,0010ACAAXE2H0061,玄米煎茶,220,40,0,,2.1,0.7,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
573,0010ACAAXE2H0062,柚子熱茶,340,50,120,,30,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0.1,,,,,,,,
574,0010ACAAXE2H0063,蘋果熱茶,340,50,94.4,,16.4,2.3,2.1,,,,A,,,,1.4,,,0,,,,,,,,,,,,,,,,19,,,,,,,,
575,0010ACAAXE2H0064,冰咖啡（M）,425,35,84.6,,21.1,0,0,,,,C,,,,0,,,0,,,,,,,,,,,,,,,,0.1,,,,,,,,
576,0010ACAAXE2H0065,冰咖啡（L）,590,40,96.7,,24.1,0,0,,,,C,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
577,0010ACAAXE2H0066,冰摩斯咖啡（12oz）,340,45,63.1,,9.6,2.3,1.7,,,,B,,,,0.2,,,0,,,,,,,,,,,,,,,,0.4,,,,,,,,
578,0010ACAAXE2H0067,冰拿鐵咖啡（12oz）,340,65,179.7,,16.9,8.3,8.8,,,,B,,,,0.3,,,0,,,,,,,,,,,,,,,,184,,,,,,,,
579,0010ACAAXE2H0068,熱咖啡（8oz）,220,35,0.3,,0,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0.1,,,,,,,,
580,0010ACAAXE2H0069,熱摩斯咖啡（12oz）,340,45,54.4,,8.3,2,1.5,,,,B,,,,0.2,,,0,,,,,,,,,,,,,,,,0.3,,,,,,,,
581,0010ACAAXE2H0070,熱拿鐵咖啡（12oz）,340,65,173.4,,15.3,8.1,8.8,,,,B,,,,0.3,,,0,,,,,,,,,,,,,,,,194.1,,,,,,,,
582,0010ACAAXE2H0071,熱卡布奇諾（12oz）,340,65,175.4,,16.2,8.1,8.7,,,,B,,,,0.3,,,0,,,,,,,,,,,,,,,,183.9,,,,,,,,
583,0010ACAAXE2H0072,熱摩斯奶茶（12oz）,340,60,153.1,,11.2,8.4,8.3,,,,A,,,,4.9,,,0,,,,,,,,,,,,,,,,127.4,,,,,,,,
584,0010ACAAXE2H0073,熱摩卡奇諾（12oz）,340,70,251.2,,33,8.8,9.3,,,,B,,,,0.5,,,0,,,,,,,,,,,,,,,,237.5,,,,,,,,
585,0010ACAAXE2H0074,熱抹茶卡布奇諾（12oz）,340,70,256.8,,30.8,10.4,10.2,,,,B,,,,1.2,,,0,,,,,,,,,,,,,,,,212.1,,,,,,,,
586,0010ACAAXJ2H0075,葡萄蒟蒻,190,40,103,,25.8,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,30,,,,,,,,
587,0010ACAAXJ2H0076,蜂蜜檸檬蒟蒻,190,40,97,,24.3,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,44,,,,,,,,
588,0010ACAAXJ2H0077,抹茶慕斯,65,70,94,,16.4,2.3,2.1,,,,,,,,1.4,,,0,,,,,,,,,,,,,,,,19,,,,,,,,
589,0010ACAAXJ2H0078,黑巧克力米酥,,,51.9,,7.7,0.9,1,,,,,,,,1,,,0,,,,,,,,,,,,,,,,15,,,,,,,,
590,0010ACAAXJ2H0079,白巧克力米酥,,,55.3,,7.3,0.5,2.5,,,,,,,,2.4,,,0,,,,,,,,,,,,,,,,14,,,,,,,,
591,0010ACAAXJ2H0080,摩斯提拉米蘇,65,70,185,,15.1,2.7,12.7,,,,,,,,6.8,,,0.2,,,,,,,,,,,,,,,,15,,,,,,,,
592,0010ACAAXE2H0081,香筍蜜汁烤雞堡,,,331,,38.1,22.4,9.8,,,,,,,,1,,,0,,,,,,,,,,,,,,,,485.3,,,,,,,,
593,0010ACAAXE2H0082,炙燒烤雞珍珠堡,,,335.7,,56.8,21.8,2.2,,,,,,,,0.3,,,0,,,,,,,,,,,,,,,,904.5,,,,,,,,
594,0010ACAAXE2H0083,咕咕雞堡,,,341.4,,40.3,16.2,12.8,,,,,,,,2.7,,,0,,,,,,,,,,,,,,,,674.3,,,,,,,,
595,0010ACAAXE2H0084,韓式辣味噌珍珠堡（牛肉）,,,524.2,,60.4,14.2,24.8,,,,,,,,5.4,,,0,,,,,,,,,,,,,,,,583.1,,,,,,,,
596,0010ACAAXE2H0085,韓式辣味噌珍珠堡（豚肉）,,,380.6,,64.8,19.2,4.6,,,,,,,,0.8,,,0,,,,,,,,,,,,,,,,678.3,,,,,,,,
597,0010ACAAXE2H0086,韓式辣味噌珍珠堡（牛肉米升級）,,,523,,62.1,13.2,24.5,,,,,,,,5,,,0,,,,,,,,,,,,,,,,598,,,,,,,,
598,0010ACAAXE2H0087,韓式辣味噌珍珠堡（豚肉米升級）,,,379.3,,66.5,18.2,4.3,,,,,,,,0.4,,,0,,,,,,,,,,,,,,,,692.3,,,,,,,,
599,0010ACAFkE2H0088,蜜汁牛肉堡,197,65,538.1,,42.3,19.8,32.2,,,,,,,,9.6,,,0.7,,,,,,,,,,,,,,,,1208.9,,,,,,,,
600,0010ACAAXE2H0089,多蜜和牛珍珠堡,,,487.7,,59.9,14.6,21,,,,,,,,8.1,,,0.9,,,,,,,,,,,,,,,,567.2,,,,,,,,
601,0010ACAAXE2H0090,多蜜和牛珍珠堡（米升級）,,,522.6,,69.6,14.4,20.8,,,,,,,,7.8,,,0.9,,,,,,,,,,,,,,,,585.5,,,,,,,,
602,0010ACAAXE2H0091,福氣鱈魚塊,,,135.5,,11.2,6.6,7.1,,,,,,,,1.9,,,0,,,,,,,,,,,,,,,,211.8,,,,,,,,
603,0010ACAAXE2H0092,蝴蝶蝦方塊薯組,95.7,60,154.2,,7.4,5.9,10.9,,,,,,,,2.4,,,0,,,,,,,,,,,,,,,,158,,,,,,,,
604,0010ACAAXJ2H0093,金桔蒟蒻,40,40,118.6,,29.6,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,36,,,,,,,,
605,0010ACAAXJ2H0094,精品咖啡-西達摩,,,50.9,,9.1,2,0.7,,,,B,,,,0.2,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
606,0010ACAAXJ2H0095,台灣煎茶,,,0,,0,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
607,0010ACAAXJ2H0096,冰抹茶拿鐵咖啡,328.5,70,233.3,,28.6,8.8,9.3,,,,B,,,,6.1,,,0,,,,,,,,,,,,,,,,119.9,,,,,,,,
608,0010ACAAXJ2H0097,冰紅茶歐蕾咖啡,215.5,70,158.8,,21.6,5.2,6.1,,,,B,,,,4.1,,,0,,,,,,,,,,,,,,,,74,,,,,,,,
609,0010ACAAXE2H0098,熱紅茶歐蕾咖啡,222.5,70,164.7,,22,5.5,6.5,,,,B,,,,4.3,,,0,,,,,,,,,,,,,,,,78.8,,,,,,,,
610,0010ACAAXJ2H0099,蜜桃冰茶,,,136.2,,34,0,0,,,,A,,,,0,,,0,,,,,,,,,,,,,,,,18.6,,,,,,,,
611,0010ACAAXJ2H0100,蜜桃氣泡飲,,,161.7,,40.6,0.1,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,35.5,,,,,,,,
612,0010ACAAXJ2H0101,摩斯米布丁,,,185,,16,3.6,8.3,,,,,,,,8.1,,,0.2,,,,,,,,,,,,,,,,125,,,,,,,,
613,0010ACAAXJ2H0102,綜合莓優酪氣泡飲,450,60,149.8,,36.1,0.8,0.2,,,,,,,,0,,,0,,,,,,,,,,,,,,,,38.6,,,,,,,,
614,0010ACAAXJ2H0103,百香果優酪氣泡飲,450,60,145.8,,35.7,0.6,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,37.2,,,,,,,,
615,0010ACAAXJ2H0104,綜合莓檸檬蒟蒻冰茶,440,60,171.9,,41.7,0.5,0.4,,,,,,,,0,,,0,,,,,,,,,,,,,,,,32.6,,,,,,,,
616,0010ACAAXJ2H0105,百香果檸檬蒟蒻冰茶,440,60,166,,41.1,0.3,0.1,,,,,,,,0,,,0,,,,,,,,,,,,,,,,30.5,,,,,,,,
617,0010ACAAXJ2H0106,日本果汁雪酪-蘋果,84,45,63,,15.7,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,12.8,,,,,,,,
618,0010ACAAXJ2H0107,日本果汁雪酪-葡萄,84,45,62,,15.2,0,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
619,0010ACAAXJ2H0108,日本果汁雪酪-桃子,84,45,59,,14.5,0.5,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,0,,,,,,,,
620,0019AAJKVH2H0001,里肌豬排堡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,0019AAJKVH2H0002,經典招牌堡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,0019AAJKVH2H0003,韓式豬肉堡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,0019AAJKVH2H0004,蔥爆豬柳,,,340.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
